frontal,parietal,occipital,temporal,cingulate
0.6665867797962445,0.6429892466503533,0.6577147441611118,0.6481351994330936,0.6627112223422269
0.6360946266672624,0.557736635609381,0.5962377640405782,0.6077154961846103,0.6301668527866606
0.6699450339002224,0.6161417071707083,0.561878925556417,0.6485415759812906,0.7010907399865693
0.6136414559284566,0.6129402443629219,0.6101135583979517,0.6202688235829125,0.6452574363455548
0.6770167857857293,0.6201935858738683,0.5889962379849553,0.6470503075712379,0.6542466170566548
0.6635008505115212,0.6180326673752423,0.523331960495983,0.6438560545255789,0.6708404019865888
0.6852853207815001,0.5764473172025797,0.579715397283687,0.6486801294617885,0.6409783804621947
0.6623377056531038,0.5900907884353543,0.642026571729187,0.664100371689447,0.6620133337706482
0.6681497122228878,0.612633160017634,0.6215151731161894,0.6353321952863991,0.6129530211314025
0.64536266748283,0.6326404695331399,0.5836674981486569,0.6353233008260107,0.600839932889972
0.6906251662882871,0.6455418556779877,0.6195449244726292,0.6079095310957938,0.6055246845674859
0.6530133848457993,0.5326942408312976,0.5958017620117507,0.6449752575819397,0.6244418660616267
0.6552102905082834,0.6065840372492107,0.6210630258888761,0.6449589931845203,0.6117388225970263
0.6392241291004782,0.6138881531229387,0.6066199391461029,0.6201093039989111,0.6495185591414322
0.6512595679308534,0.6081610951256207,0.6377693443037092,0.6778400884154161,0.5786151033932859
0.7048699049708668,0.557925874345002,0.6425957456750933,0.61980205562613,0.610381806335577
0.6595957586584573,0.5716101965246698,0.5980204903970346,0.6375299828782858,0.6542689496390162
0.6756680348148865,0.5935015456449895,0.5631468705412488,0.6679031519765966,0.6094305934948132
0.6596034498039368,0.5996825637269578,0.6059199166758935,0.6679965797795235,0.6216355742555393
0.6280547098965189,0.6525350654406529,0.6594249104440655,0.6543286478625302,0.6357291273628678
0.6615823843318646,0.552566911525294,0.5998951746029275,0.6212144791694751,0.7169502660664644
0.6355371569831644,0.6256458545080178,0.6155456041643863,0.703317875072225,0.6848980115488981
0.606806905357936,0.6293115728839426,0.6026041532021823,0.6591797558282639,0.680368945936181
0.7152620506822723,0.6299793341667707,0.6959727073143315,0.6195698094138682,0.6787856754805907
0.6373092508965377,0.6648780268275661,0.5643538229621377,0.6536522856390653,0.7055464424697482
0.6705368738286065,0.6080751056878863,0.6700816113832724,0.6253750707954961,0.6510600636930506
0.6255989121702794,0.5805056396023858,0.643536394575904,0.6059919462138597,0.6755877152913725
0.6845820560736078,0.6646027574990783,0.6386672306103514,0.667150300383506,0.6774174331097087
0.5559977656419326,0.6214973206262843,0.6455212882938901,0.6505118919320079,0.6679796961025708
0.685735377457497,0.6627379534021208,0.6569555035002103,0.6215844267218309,0.6679382893622876
0.6525004517365668,0.5476891085583685,0.6214114482946701,0.6693736008056757,0.680332492566436
0.6698442867058106,0.5934868468410416,0.6241919871867914,0.6933912383352041,0.6523943651130486
0.5397445029117782,0.6136723912296022,0.6580051339192639,0.6624182849904624,0.6409349880109986
0.6935082902590408,0.6238013072116169,0.6129755435338132,0.6472263887937647,0.7046346009728718
0.6772014574550352,0.544654827258116,0.674483761287521,0.6833742778416639,0.6671382004637778
0.6603658827588982,0.5239269431602853,0.6287909114943071,0.6466150845780754,0.723070525645693
0.6506674898433732,0.6279233002476864,0.6108459790994535,0.6769954875924552,0.6650750888239535
0.6535954551074256,0.6098865167602053,0.6243423346792882,0.6516769678730248,0.6840871376418178
0.5715350723646487,0.5156090910688513,0.6252026874272228,0.5832587271216255,0.6249967738546718
0.6701822010750264,0.5313173879130276,0.6234033322303569,0.6362869979572445,0.7098969479900485
0.6061475526919179,0.5060229773889899,0.5657827381308391,0.6393843486989094,0.6653400199887933
0.5923277890930284,0.5029001303179663,0.5633746684351877,0.6496896884518147,0.6411539811863781
0.6398498038665118,0.5548440382860762,0.6454521332582613,0.638565422597771,0.6229491545842631
0.5736980295738597,0.4860197946219921,0.5515971817857308,0.6464575330184843,0.6498803294384004
0.6005209172677443,0.4573011391027092,0.5803625669598932,0.5886213984163011,0.6290622814098072
0.6726112830057237,0.496226240453092,0.6194821413857414,0.6241457022724262,0.6778472796475368
0.6405789810529905,0.46571609029958716,0.6010279152519131,0.6673469592404238,0.6382540849420125
0.5102714377250844,0.475219087200487,0.5964468672433834,0.6345094657159548,0.627719929246906
0.6619811715106914,0.5076739598025701,0.5998895147715063,0.6630473165033988,0.6385657915460039
0.5819487908321497,0.4507661559844628,0.5890879472967641,0.6330941797727203,0.6500546665094454
0.6084261388507072,0.4715536572169647,0.5832329845478363,0.6759733347828588,0.6372173483172361
0.5351647535350362,0.5139047133288295,0.6374662783242766,0.6381188680733263,0.6239794268459687
0.6642166562473878,0.5471387923116955,0.6299574384461297,0.6500413973208613,0.7030720748132913
0.5530908049531168,0.40530242786175025,0.5940660648388234,0.6267466260790417,0.6716483782087281
0.64425331503554,0.49125690871653305,0.5921487549548814,0.6484825673421398,0.694685250721862
0.58014802153959,0.5390161447748552,0.5752406103872794,0.6655745581862971,0.6155109731020927
0.6367118839061127,0.6407998657983636,0.6486518999892787,0.6090974270121761,0.7183315069244933
0.6601497705735452,0.58280333615784,0.5957261878695419,0.6436760622861698,0.692987797328661
0.6353352378447267,0.6109473288104568,0.6315839433054835,0.7110456997006831,0.6818452679421834
0.5917599185233176,0.587186903317487,0.6404531606117325,0.6407535395412287,0.6842315861094375
0.6491436251122137,0.5512608446962894,0.6137186939201851,0.6912176782399719,0.6734388903968989
0.6564975905461555,0.5259573163509028,0.6254434677385716,0.6839510478224915,0.6470169815340171
0.6293118585988992,0.5812516207316418,0.60999453217357,0.6835962381055658,0.6672741029597016
0.6865365375029349,0.5043592368431865,0.598177896112867,0.6702941888496663,0.6686254919238697
0.6469094188593294,0.5182729922222127,0.5911717155889987,0.6422604137635346,0.6666934531744699
0.6543457613829952,0.5406633546037267,0.6668706117665877,0.6989351315104793,0.6341950808289714
0.6202903274071317,0.5999332472161025,0.6365890681287063,0.6532096104724935,0.6290307494021095
0.6537313305435439,0.5494100181169689,0.611020279292434,0.6981771535199678,0.5967656572238333
0.6851071080518395,0.5121418668132683,0.6284603432551776,0.6687039365061866,0.6181886099324203
0.626810185618253,0.6256798143791669,0.598095733108545,0.6795672725839338,0.6732384577327839
0.6281925787744038,0.550397431956146,0.593522250529726,0.675187391422063,0.674015035711939
0.6833974064564224,0.5575039066780834,0.5716625454216305,0.6744720258830461,0.6544789081450579
0.6948313838338294,0.41272835775105754,0.5830667285830944,0.668436236572409,0.6514920738561945
0.6675864392931969,0.44410157601237743,0.6237052192322181,0.6581815072131764,0.6807630008014822
0.6950545867194813,0.5953585201899546,0.6164931104111386,0.6812034378528256,0.6398101840523285
0.692495649596106,0.6235156221443989,0.6200552591154588,0.6650358139779571,0.6710428419771013
0.6263996091445314,0.6246163117437775,0.6325934792697891,0.6149332388829489,0.6456267648985716
0.5765811427122763,0.6807835483456242,0.6336974331353262,0.6721877945500928,0.6954236935666189
0.5898973034919659,0.5541932207207261,0.5885105480057413,0.665811046098101,0.649295260327708
0.6449709361675938,0.569438479887217,0.6327855895691277,0.7075628491872303,0.6838919350566399
0.6527283475729057,0.686243882426423,0.6589188012292595,0.656574288442095,0.6319053531313836
0.5937471586278975,0.6299668731207579,0.5545406596113136,0.6680949045301074,0.6687512345872046
0.6402867043969729,0.6315766531827077,0.5559595916275011,0.6314727261935256,0.6355817768209393
0.6475478968983218,0.6184974039184663,0.6026504956628911,0.6326093679553726,0.6583239898619666
0.6626029612863819,0.6262616140331008,0.5962130368590107,0.6817219815867583,0.6339814614959016
0.5685604795552032,0.6460727844693823,0.6107508880870829,0.6484885905589022,0.6251400799115846
0.597078345501325,0.685733698521727,0.6979791820248415,0.6644847781530677,0.584441537376262
0.6295869551884844,0.5722250501056239,0.6103854091220143,0.6903968081350411,0.6502500084408305
0.6341327746828914,0.5690058775885609,0.5926228312296417,0.676979675650742,0.6835366439294842
0.5684429468919995,0.6512235753736064,0.5730488184528769,0.6671961462592954,0.6115994911972594
0.6326409413754966,0.6610641992257349,0.660523616604172,0.6647825454011546,0.6741991066728644
0.609833813741783,0.584358442795083,0.5972168293988196,0.6953351232601004,0.6120208691496443
0.5712146225476916,0.6370915095788852,0.6143518124339666,0.6911274914145112,0.6887239451093063
0.6537646619581832,0.598421252321865,0.5977956938920854,0.6800540429899915,0.651094771946872
0.5958577259423655,0.5739778740525945,0.5750837743526723,0.643701306009941,0.6494029369562562
0.6613012730772687,0.5828323337408974,0.5955500155019203,0.6512437176510755,0.6693287979782991
0.70856386986918,0.6493848880264941,0.7020147512439423,0.6034943286112078,0.6763754639079047
0.648666962173596,0.5975508272591314,0.6347238772776691,0.6325331858562198,0.6472710451445536
0.6814309613960922,0.532178993877203,0.6199084717573506,0.6925460944105294,0.657098953194412
0.6704255983099255,0.6776883717054689,0.6156801427789809,0.6563860835568465,0.643025203737841
0.6578734646950859,0.5794562897916807,0.5973971007615579,0.657824435551397,0.6107445560414153
0.6990889909372283,0.6198175072950007,0.6198869395252561,0.6793333323393869,0.6143835349897997
0.6588459110798538,0.6447394361743346,0.6183828915483365,0.6768941119475882,0.6385068679149951
0.7009333806238532,0.562770648437342,0.6120631314270533,0.6761556150274817,0.6951819329038708
0.6134381246921684,0.5844429220318991,0.6061915253212528,0.6330248250343808,0.6270383566808935
0.6695685482596471,0.6182367598601908,0.6807965245148291,0.6915875729254137,0.6310551111754862
0.6971900813944779,0.5274004133376131,0.5939968467199794,0.6733137096997719,0.6625101923730654
0.6946251644156384,0.5426255629524955,0.5860794850122476,0.6362311755110314,0.6354841204167208
0.6729935570534349,0.6279134215432822,0.6218704489800011,0.6362718894474924,0.6436711622766613
0.6817670525243921,0.5826432372839222,0.6121716134823895,0.6443869369904154,0.6858931467908894
0.7179600131571543,0.5937879144463482,0.6349590735317213,0.6341270825544197,0.5678085391994105
0.6462466600423977,0.6124345173179557,0.6284400996911528,0.684743823613621,0.6797839746146368
0.7040802464114911,0.5865425588723195,0.6073948940994003,0.6874693311405831,0.6414457816831416
0.6746233158978421,0.6518724766626216,0.6307759476960018,0.6918985131909192,0.6523265189416881
0.6676861726616264,0.618677000725512,0.5711962277302487,0.6430458084944453,0.659922928773086
0.6471067153572523,0.6787446758819033,0.5541458553347889,0.6625704242857915,0.6829254955567874
0.6148345440808172,0.5475144054421186,0.5467765162369382,0.6482107281604816,0.6354328150282647
0.642075940170565,0.6042884103859799,0.6127538041967249,0.6810527995459732,0.6543547426747178
0.5740196124608651,0.6058121024307965,0.5809271890935626,0.6568931452347844,0.6453687410131355
0.6691994005974857,0.606124002086057,0.5916056407404473,0.6325335079048335,0.5623196326967663
0.6932407117225893,0.5969139688817885,0.5237341347721595,0.641244515650114,0.6721554789704578
0.6601019243514578,0.5482454569710751,0.5530351405068124,0.6911799965544395,0.6831270465088
0.677236299933946,0.5568159469869244,0.6234762130700722,0.6728631076083205,0.6054410219672361
0.6492617871757944,0.6347254931765405,0.5805288618048219,0.6363196611029243,0.6290516987958918
0.6613946562010528,0.6247022988498859,0.5615119420065977,0.6776366849719326,0.5969633750711184
0.6611409284324351,0.5438215471699932,0.5150391449917967,0.6805590119550265,0.6214464052098116
0.6715267904415811,0.5374877347935038,0.584318742297794,0.6420452336685348,0.629328268752485
0.6354457373828309,0.5785288765803949,0.5610701710215777,0.6334522380716899,0.6358254459846739
0.6123495630793506,0.5765335294047511,0.5369976249299873,0.6791746369361258,0.6714413800727743
0.6995816124483718,0.5239514285256011,0.5001275967954559,0.6569460534606546,0.6391829077107549
0.6805675203658471,0.5763853019935874,0.564976714306886,0.663546160832404,0.6991538141483448
0.653866513316143,0.6011577652911347,0.6314597511784013,0.7037055362191366,0.6279766332215764
0.6752683772506183,0.5735794655827913,0.4889441604635596,0.699894331731513,0.628736228640759
0.6645946813377991,0.5942206063592708,0.5856096877647564,0.6620031883922416,0.6303498839781743
0.6782379489345147,0.6453233623154124,0.6731804452366508,0.6641430088496413,0.6573653251686253
0.6560708063255624,0.5410796086347623,0.5758270855174632,0.6116664846118212,0.6356589029417616
0.6844839371003103,0.5330513636717145,0.5592183638373396,0.6573083960645025,0.6686778005085123
0.6248397939054261,0.6270526762690214,0.5253251183718155,0.6403866359292689,0.642644092278923
0.7192109256024538,0.6583328319094359,0.6393539872160345,0.6710368241805553,0.6019791960662264
0.6657708414674429,0.5955399701721459,0.515475611547817,0.6425367126841435,0.6751771240242324
0.6952682827553166,0.620832260074496,0.6086041699294826,0.6406941166075044,0.6486821695524456
0.6330832875950804,0.5965123917182394,0.5872003225936739,0.646959779189584,0.5780798635402453
0.6370959148129617,0.608267540495623,0.6163963478779573,0.6463187117287543,0.6127889984346355
0.6572841051674946,0.5989853273772401,0.5998458503547552,0.6700035449702912,0.5694752418414541
0.6743221327634608,0.5795918938884593,0.6247701321854943,0.6861860440645249,0.6438939043895351
0.6653470061127698,0.5259282267639885,0.5823489117236751,0.6876336043456103,0.6434074422711189
0.6767788468810606,0.6172844908355292,0.6158757877074654,0.6015145725760734,0.6715569634566547
0.690309562771271,0.5928488384070703,0.5766619165037288,0.6999998148180406,0.648454080833436
0.7120589572514918,0.6330085961453338,0.6153757399585387,0.6470504005969561,0.6259279858137379
0.6834546537513378,0.6691818377459842,0.6494511023003526,0.6664465360681238,0.645487055397411
0.6877609372784567,0.549486339465526,0.6100592564291395,0.6948241329780047,0.6290422508986946
0.6952497202077034,0.5705934516093449,0.601415194935849,0.6800929344810114,0.6296748051539452
0.6473239794303135,0.5745587285968268,0.6381759430197228,0.6205635836165071,0.6327259297035405
0.6354049574175981,0.5810442439317962,0.6404365133486611,0.5889720915767334,0.6501115714145898
0.6623455996110569,0.5767903542410537,0.588301799611689,0.6129747720146611,0.6485009044256242
0.632779740973957,0.5145262891360403,0.5519470207740018,0.6263232608899368,0.6531544304338035
0.6357294530933787,0.6094512166364288,0.5395560054043094,0.6122950764296315,0.6211443670737715
0.6589213005362915,0.660042624805599,0.6395316315894479,0.662213423127863,0.5626083972244533
0.6503168646469922,0.5524197077794447,0.5745359366569522,0.687953551586724,0.6521036254252159
0.6888892526649856,0.6068616385743051,0.6116345578996228,0.6359263560759804,0.6328156004903327
0.7054327829256556,0.5148483158050625,0.5589429172382769,0.6519666703303746,0.605115715327884
0.5874154799544278,0.526341721696104,0.5636958952061568,0.6337584103744243,0.6199261967400116
0.6641008679003227,0.6118722182843319,0.6225721422887801,0.6754147086136219,0.6135735689349661
0.6310523242091265,0.5527324905550428,0.5821409961082609,0.6454186125785923,0.6244680278383965
0.6650455385549519,0.5329654546959086,0.6071772494871766,0.6260143673405524,0.5912803977049756
0.6436039904099992,0.5882707613058085,0.6198216002537278,0.6570665754901497,0.6235983751193991
0.6530110831228626,0.6478754764047163,0.6641957238276892,0.648385633393519,0.6132530641341516
0.673053910177567,0.5499668378592457,0.6080142725999722,0.6318553196288488,0.6178544979566637
0.6570042083335901,0.6246723882330232,0.6356405227235669,0.6634987630462922,0.6555539800392203
0.6821580267465497,0.5570449964625314,0.5748895034315533,0.6845192111509423,0.6111769703102283
0.6754478478343567,0.5868914374109381,0.5914496962503629,0.6806663612621228,0.6372392788015804
0.6185951234041265,0.6019410243607848,0.6241614597851266,0.6392764387179997,0.6195600783157224
0.666538621088473,0.6556666992265661,0.6575725023716072,0.6968602930792438,0.6781197618857498
0.6391332750410168,0.5508976229429101,0.637321140636989,0.6532217807300276,0.657526272417528
0.6418777910530986,0.5828276724791236,0.6552050497979898,0.722187177257704,0.6401386290917176
0.6385543531313308,0.6226955108361477,0.5599083352880216,0.6831927629414629,0.6605458165878788
0.6696506068220853,0.5829729080662367,0.5896433062246896,0.6609025132349071,0.6801777456994076
0.6312718166959823,0.5747687447414948,0.6073699873710167,0.6794801068521039,0.6260965913921928
0.6238265177583936,0.6122698985064257,0.6094305391469472,0.658284020397087,0.5713162337663982
0.6856564012188192,0.5465432504556423,0.5697076689236706,0.6731080390383964,0.6527378647068391
