Brain-Stem,Thalamus,Cerebellum-Cortex,Cerebral-White-Matter,Cerebellum-White-Matter,Putamen,VentralDC,Pallidum,Caudate,Lateral-Ventricle,Hippocampus,3rd-Ventricle,4th-Ventricle,Amygdala,Cerebral-Cortex,CSF,choroid-plexus
0.8491042057852801,0.8425300711233524,0.78247387489382,0.8050371730435517,0.7533236117738384,0.6413305465764203,0.8285124787025864,0.550903406474737,0.8031302001418801,0.8247790487976068,0.7789746963480323,0.7965860574777067,0.8060104663075968,0.7977940502902447,0.6673882422209744,0.6862903198133454,0.3337116641129973
0.8339331446018758,0.8708501621599904,0.8540831117914548,0.7899073528376256,0.7986688472099965,0.7322875749041136,0.8373838457588718,0.6980793881465776,0.8119139588446878,0.7665290474280226,0.8057038875843976,0.7934655745100522,0.59399683910179,0.7684571605427555,0.6634218722709728,0.675883253067674,0.3854604471444493
0.7870428543143667,0.8583656667204913,0.7535342918115685,0.7972806676417963,0.7440058962176493,0.6546210294646186,0.7817990398872623,0.5810253027251144,0.7659567469701706,0.7530511562556771,0.7584910300735774,0.6265852483485896,0.7777777763422338,0.7411891525403423,0.6733078816690229,0.5514885282992262,0.27895826255165534
0.7851946161050692,0.8663078867273764,0.7835167558829256,0.7550080588966521,0.7518214157799363,0.7482214924573889,0.8018445276860879,0.6829570609806207,0.6636470692735381,0.8741401410749399,0.804792700383522,0.6796984063677788,0.7874748088862583,0.7294192547283682,0.5874174370281919,0.6896284803032953,0.39507847304327776
0.8399012552548543,0.8713693069208082,0.8466146355314281,0.8120466885825594,0.8119966691031204,0.7622390521752563,0.8304628348124039,0.6814184519425188,0.7950085164229161,0.636085088668688,0.8033207429684035,0.633000583482087,0.6868091361169021,0.8068290715032139,0.6591895173411084,0.6363249653920673,0.23697519789619742
0.7976179040304049,0.8720532482068974,0.821259489927602,0.7955141375619765,0.7757843673682893,0.6640896041082185,0.7772512384761019,0.6849999131339395,0.7417866828375115,0.7620815435441641,0.7929613124241575,0.706154554807244,0.7143177219038367,0.7806785555810446,0.6405144283718205,0.6277915606791085,0.17059071455252706
0.7783142119125933,0.8616002113268804,0.7082528605170533,0.7858344493139136,0.681678222646442,0.6509733037449876,0.7498694324057344,0.6630582161788815,0.7746930631136748,0.7503370390973164,0.7711557659250003,0.6021598246127005,0.6562499985758464,0.7839034265702359,0.637195750286677,0.5326808789490357,0.24053307619616776
0.8260075722500033,0.8785607698740292,0.838214083423239,0.8047812477210556,0.793685465387152,0.7386585275602229,0.8230556716361613,0.7152814704755586,0.7931750773157331,0.7688609951032934,0.7735169432728836,0.7660869531909262,0.6983066999801891,0.7922603522639413,0.6706335782485043,0.6468044178433232,0.4779830314530962
0.8458861064091839,0.8831635957250874,0.8276224041089582,0.7880307499523604,0.8135370247190756,0.7733345422253186,0.8257871135343824,0.7323614361960984,0.8549334153304937,0.8295300297039998,0.7944960634164797,0.7404044542286238,0.7544195937073066,0.787820604919107,0.5863629107938315,0.638376380819297,0.4580117566435748
0.8115692930767995,0.8747083198355116,0.7785095799081643,0.7969763209887168,0.7295868919823489,0.5887909971281202,0.7458534641940648,0.637145727854132,0.7216445775550823,0.6940899023699303,0.7610217560226438,0.5765765728663026,0.5961123091758336,0.7750275588676072,0.6650332512692163,0.6746463510628599,0.19687139651099733
0.7983003007353524,0.8513180369175624,0.8142788051206146,0.75129046738334,0.775006100004159,0.7026897739139719,0.8305136040779284,0.6774484510706618,0.7651135639685396,0.8822763047086203,0.7749143762470507,0.8113095213949121,0.6713214360710591,0.7313308898111927,0.559249242905139,0.6915486885819446,0.37053415250181554
0.7987700716321077,0.835042725104252,0.824043609179779,0.797614334895082,0.7820586212589973,0.5816447237467272,0.7976575961682386,0.5756181990966533,0.7424713781354766,0.8022531601964126,0.7934162455273565,0.7266382290552995,0.7661343965965829,0.7564195834844958,0.6531687425635783,0.6555407187732285,0.23875186598809287
0.7838768481561209,0.86089039266589,0.798970160569171,0.756122189755764,0.7273097372001092,0.6903274240188009,0.8229940483440037,0.7217264251590587,0.7555994627606669,0.8835774920137025,0.785263790854814,0.7539358578602453,0.7412504900879857,0.7658720577535527,0.5828737991089881,0.6686368649108353,0.42820857026460446
0.8209556525888576,0.8835164690772338,0.8052023765705709,0.8004257060189903,0.7834108405193088,0.7262260042601014,0.8373334653725215,0.7063111991688761,0.8218017296963489,0.8642112246603606,0.8053304321109822,0.7407407380244196,0.7126385793511341,0.7824087538648259,0.6430898345092879,0.6556184290395374,0.44469404863108236
0.827298455433444,0.8049731125449531,0.813679525233403,0.7779736414282679,0.8110258767347136,0.7249799829082423,0.8011948106802094,0.6991101072552057,0.6707323026578853,0.8842848526036029,0.7666230971282397,0.7669651726030544,0.8073239425248959,0.7817748980376169,0.6135802230631844,0.6355081535899995,0.353406488958581
0.8572207752079822,0.8448881666292509,0.8008007125901677,0.7865432015628511,0.7902904555394716,0.5858203536359459,0.7956041207529627,0.6432679151249789,0.6985474489011683,0.8010090350231245,0.7789457021864726,0.7563566116628367,0.7890258711772429,0.726601952224156,0.6312820599964641,0.6191607259732353,0.26466917565002235
