Brain-Stem,Thalamus,Cerebellum-Cortex,Cerebral-White-Matter,Cerebellum-White-Matter,Putamen,VentralDC,Pallidum,Caudate,Lateral-Ventricle,Hippocampus,3rd-Ventricle,4th-Ventricle,Amygdala,Cerebral-Cortex,CSF,choroid-plexus
0.7541695255977132,0.817456193345152,0.7950992037363909,0.8413737925387719,0.7716854802363522,0.580578578801345,0.8210066222333994,0.5391647475258935,0.8275645851910988,0.8447708355905093,0.8011735030997196,0.8183279720837943,0.8215110511027531,0.7909675080587901,0.7044629378008873,0.6913480857491022,0.34571230450261614
0.8663200824683925,0.8683188653553342,0.8399058160081536,0.8275205081770365,0.7896613479806021,0.660372369914451,0.8234950916521067,0.6201790703587389,0.8331877734693102,0.8160044372439226,0.8204159906387025,0.809665424499385,0.7143169383293619,0.7983768442393812,0.6947965847002138,0.6895810918926901,0.40253336993520394
0.8013986841697684,0.8138287315517578,0.7614676996026934,0.8192078242034327,0.7478921408682705,0.5180720857924034,0.7341551777227233,0.4543326633881456,0.7506400367325996,0.7833385723449209,0.7415774100701726,0.5928539894448434,0.7959890596244502,0.6512575053369527,0.6877075173357148,0.5063414609446758,0.22874527805148392
0.8148619821046734,0.8604225942908379,0.7898974618858167,0.7899974621851029,0.7507520622361716,0.6720401663130504,0.8065313305177104,0.6383932152393746,0.746243324824809,0.9093018839283448,0.8221702216535203,0.8312485229378133,0.8098581018523404,0.7522917394769084,0.6301769144460108,0.7062146864155985,0.4749459215889031
0.8700068122762731,0.8696367704375694,0.8366823341160534,0.8460549764276925,0.8128168623515579,0.7110380826459064,0.8473614516728645,0.6556890687586401,0.8122415194371078,0.6788118824894414,0.817609909819642,0.6432748500393284,0.7188560331583713,0.8236022369872253,0.6885688806124118,0.6511247417131912,0.20514204075852469
0.8314045386655463,0.8718331840795841,0.8155289894474753,0.8366589429216692,0.7706203491575159,0.590291094135404,0.8003228863713785,0.6594061939474083,0.7507250163370567,0.7774472914807831,0.7873595646898277,0.710854089364528,0.7272333028464153,0.7976094815875852,0.6849474570923253,0.619645172567524,0.17785463580104316
0.7584613337392011,0.8406587519412989,0.737445869243125,0.8188458617783969,0.7574902048843658,0.5863960844500139,0.7611248829671265,0.64293322738534,0.7703727184472338,0.7835690399291193,0.7827532618342117,0.6149377567844906,0.6791029120119411,0.7901947488256154,0.6654845038306068,0.5688502654784416,0.288300420116692
0.8498665827872651,0.8739951728559692,0.8287644107797596,0.840435629178419,0.7934500515523906,0.660375982908778,0.8243093064161531,0.6502802259216305,0.8039742431121105,0.8155754870036486,0.8080273230033412,0.7859313904214876,0.7495953739893749,0.8164243441589625,0.6930273549458658,0.7235932836940114,0.5047409875333118
0.8659932658510316,0.8745567322773902,0.819621887312648,0.834606134052817,0.8111891550675647,0.7381616067178335,0.8287621935014544,0.6844000786992064,0.8616171388348421,0.8495607340990663,0.8289727617073641,0.7601296565634941,0.7786956504810965,0.8120054467575792,0.6363076202943143,0.6923751065189522,0.46103587854960304
0.8347963251150486,0.867444381060208,0.7629025992464585,0.8236735793548489,0.7116028766728423,0.5375502639124314,0.7547869024577879,0.5832494965222061,0.6872361471275426,0.7254755538129585,0.7786861628806819,0.5402298816077274,0.6460093876494228,0.760158003569413,0.692265874556086,0.5726681096926892,0.17686471704912843
