Brain-Stem,Thalamus,Cerebellum-Cortex,Cerebral-White-Matter,Cerebellum-White-Matter,Putamen,VentralDC,Pallidum,Caudate,Lateral-Ventricle,Hippocampus,3rd-Ventricle,4th-Ventricle,Amygdala,Cerebral-Cortex,CSF,choroid-plexus
0.8686741745422407,0.834158271548131,0.8095262849601814,0.8041459400556441,0.783608285764535,0.665790963559666,0.8237626585534841,0.5458865131981799,0.7936781529162229,0.830621531894524,0.7816544182863425,0.7925063843528062,0.8206850221277955,0.7944774433009427,0.6579963130865059,0.7011217920628133,0.33718355507096975
0.8180613966920453,0.8706468416122277,0.8481664807858094,0.7861029490379128,0.8007448862758533,0.7421732106382873,0.8309751120771727,0.6871420487907616,0.8026747708804787,0.7722650109478214,0.8062399913266481,0.7785771351775493,0.608848005674884,0.7784984923780672,0.6512310010391408,0.679420885835466,0.4105328652006982
0.8071392418936051,0.8470899167886772,0.7962245722949655,0.7950227461800894,0.7797890429269443,0.6811967093683702,0.778535522704586,0.5840754254095957,0.7350972495777981,0.7543833427639697,0.7699280846578043,0.5829444184007448,0.8044756290451819,0.7320458411743576,0.6549672666801557,0.5472440917950586,0.26690525682337524
0.7869081413041901,0.8522571063582696,0.7779789835973823,0.7503283876859896,0.7450308445701597,0.7583506343050919,0.8058373671687888,0.6788814814134084,0.6820436263629841,0.8666298788619745,0.8017555640244493,0.6584226417740515,0.7888024871091719,0.7523120795560201,0.5750977050785038,0.6862215334379717,0.4101567430478765
0.8360319337303548,0.8632865060187666,0.8348163486194986,0.8100531637030213,0.8073273164580566,0.7674394300236521,0.844244082811082,0.7031019160599508,0.7980768368932187,0.6336320383461054,0.8059100777775303,0.6253553119650067,0.718081352649703,0.81343299311904,0.6471772578265195,0.6502866476237238,0.24677511680299963
0.8446891888692671,0.8614234792861222,0.8058132629216532,0.7898886279912762,0.7735749067333143,0.7133875302083641,0.7930955256468155,0.6940249083070514,0.7403292230782246,0.7582689481951099,0.780276941726047,0.694252870371251,0.7236135940885207,0.7861175176788283,0.6244002957810144,0.6390107672955294,0.17111890609255329
0.8355887092185049,0.8598563159884047,0.775151062773606,0.7809141803406049,0.7664267354619441,0.6577011211654697,0.7560488081408565,0.6562935996465484,0.7576764875129218,0.7582942168805463,0.7670511971745331,0.6065226573209543,0.6990553290619539,0.7888727778762142,0.6207923845824985,0.5044551045083786,0.24626591192622818
0.8210891219555647,0.8746396962982862,0.833027464771984,0.8041523077042965,0.7962005745215045,0.7610449055407402,0.8176468467793865,0.7165753065042808,0.8056752337680848,0.7666943005219425,0.7910101163337069,0.7742782118360533,0.7425814216101776,0.7873092924578174,0.6574439865789281,0.6294117616205306,0.4787151326658633
0.8391444944707289,0.8718621918769379,0.8101715800447506,0.7835005525100815,0.8033522490056964,0.782742665358534,0.8287712939547651,0.7358285738163859,0.8421350917985148,0.8355703558691594,0.7977058923517277,0.7471074349293081,0.7584020275662609,0.7929959519221104,0.5747330333947933,0.6282342232036576,0.449869865967578
0.8267659708399344,0.8703930099908794,0.7655269788667343,0.7976526087111219,0.7217544554929932,0.6357617763429785,0.7610871691122407,0.6566298899496152,0.7083403367900455,0.6963844185481016,0.7538484670694264,0.5833333294753087,0.6342620016767575,0.763513075664878,0.654709044767779,0.6438975356911224,0.19479444947152708
